Country.,Contract.Phase.,Recode.Structure.,Implementing.Organization.,BeginDate,EndDate,Status.,Birth.registration,Calendar,Cooking.fuel,Domestic.violence,Fieldworker.characteristics,Fistula,GPS.georeferenced,HIV.behavior,HIV.knowledge,Iodine.salt.test,Malaria.bednet.inventory..Includes.bednet.inventory,Male.circumcision.self.reported,Maternal.mortality,Men.s.survey,Micronutrients,Paper.survey,Social.marketing,Tobacco.use,Tuberculosis.questions,Vitamin.A.questions,Women.s.status,dhs_cc,dhs_recode_code,survey_id,Abortion,Alcohol.consumption,Causes.of.death,Health.expenditures,Migration,Out.of.pocket.health.expenditures,Pregnancy.history,Prenatal.care...folic.acid,Verbal.autopsy,Anemia.testing,Anthropometry,Blood.pressure..measure.,Blood.pressure.questions,CAPI.survey,Child.discipline,Child.labor,Diabetes.questions,Disability,Early.childhood.education,Health.insurance,Vaccinations.from.health.facilities,Non.communicable.diseases,Anemia.questions,HIV.testing,HIV.testing.includes.confirmation,Malaria...RDT,Malaria...Microscopy,Breast.cancer.screening,Cervical.cancer.screening,Prostate.cancer.screening,CAFÉ.survey,Service.availability,Diabetes.testing,Arsenic...water.test,Husband.s.survey,Early.childhood.development,Female.genital.cutting,OVC,Arm.circumference,Asthma,Basic.material.needs,Youth,Hepatitis.B.testing,Hepatitis.C.testing,Avian.influenza.knowledge,HIV.testing...children,Lead.testing,HIV.incidence,HIV.viral.load,E..coli...water.test,Measles.testing,Syphilis.testing,Tetanus.testing,HIV.CD4.count,Chlorine...water.test,Urine.iodine.excretion,Iron.transferrin.receptor..related.to.anemia.testing,Vitamin.A.testing,Herpes.simplex.virus...HSV.2.,Human.trafficking,Chlamydia.testing,Lipids.testing,dayslength,middate,BeginYear,EndYear,surveyyr,WealthIndex
Lao People's Democratic Republic,DHS-VI,NA,Ministry of Health (MoH) and the Lao Statistics Bureau (LSB),2011-09-01,2012-02-01,Completed,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2011-11-16,2011,2012,2012,1
Lesotho,DHS-VII,DHS-VI,Ministry of Health (MOH),2014-09-01,2014-12-01,Completed,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,LS,71,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2014-10-17,2014,2014,2014,1
Lesotho,DHS-VI,DHS-V,Ministry of Health and Social Welfare (MOHSW),2009-10-01,2010-01-01,Completed,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,LS,61,317,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2009-11-16,2009,2010,2010,1
Lesotho,DHS-IV,DHS-IV,Ministry of Health and Social Welfare and the Bureau of Statistics.,2004-09-01,2005-01-01,Completed,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,LS,41,256,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2004-11-01,2004,2005,2005,1
Liberia,DHS-VII,DHS-VII,The National Malaria Control Program (NMCP) and the Liberia Institute of Statistics and Geo-Information Services (LISGIS),2016-09-01,2016-11-01,Completed,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,LB,71,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2016-10-01,2016,2016,2016,1
Liberia,DHS-VI,DHS-VI,Liberia Institute of Statistics and Geo-information Services (LISGIS),2013-03-01,2013-07-01,Completed,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1,LB,6A,435,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2013-05-01,2013,2013,2013,1
Liberia,DHS-VI,DHS-VI,"Liberian National Malaria Control Program (NMCP), Ministry of Health and Social Welfare (MOHSW)",2011-09-01,2011-12-01,Completed,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,LB,61,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2011-10-17,2011,2011,2011,1
Liberia,DHS-V,DHS-V,National Malaria Control Program (NMCP) of the Ministry of Health and Social Welfare in collaboration with the Liberia Institute for Statistics and Geo-Information Services (LISGIS),2008-12-01,2009-03-01,Completed,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,LB,5A,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2009-01-15,2008,2009,2009,NA
Liberia,DHS-V,DHS-V,Liberia Institute for Statistics and Geo-information Services (LISGIS),2006-12-01,2007-04-01,Completed,1,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,LB,51,271,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2007-01-30,2006,2007,2007,1
Liberia,DHS-I,DHS-I,Ministry of Planning and Economic Affairs,1986-02-01,1986-07-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,LB,01,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,1986-04-17,1986,1986,1986,NA
Madagascar,DHS-VII,DHS-VII,Institut National de la Statistique (INSTAT),2016-05-01,2016-07-01,Completed,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,MD,71,505,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2016-05-31,2016,2016,2016,1
Madagascar,DHS-VI,DHS-VI,Institut National de la Statistique (INSTAT),2013-04-01,2013-06-01,Completed,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD,6H,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2013-05-01,2013,2013,2013,NA
Madagascar,DHS-VI,DHS-VI,Institut National de la Statistique (INSTAT),2011-03-01,2011-06-01,Completed,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,MD,61,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2011-04-16,2011,2011,2011,NA
Madagascar,DHS-V,DHS-V,Institut National de la Statistique (INSTAT),2008-11-01,2009-08-01,Completed,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,MD,51,296,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,2009-03-17,2008,2009,2009,1
Madagascar,DHS-IV,DHS-IV,Institut National de la Statistique (INSTAT),2003-11-01,2004-03-01,Completed,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,1,1,1,NA,NA,1,MD,42,207,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2003-12-31,2003,2004,2004,1
Madagascar,DHS-III,DHS-III,Direction de la Démographie et des Statistique Sociales (DDSS)/Institut National de la Statistique (INSTAT),1997-09-01,1997-12-01,Completed,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,MD,31,110,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1997-10-17,1997,1997,1997,1
Madagascar,DHS-II,DHS-II,Centre National de Recherches sur l’Environment,1992-05-01,1992-11-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,MD,21,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,1992-08-01,1992,1992,1992,NA
Malawi,DHS-VII,DHS-VII,National Malaria Control Programme (NMCP),2017-04-01,2017-05-01,Completed,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MW,7I,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2017-04-16,2017,2017,2017,1
Malawi,DHS-VII,DHS-VII,National Statistical Office (NSO),2015-10-01,2016-02-01,Completed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,MW,7H,483,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2015-12-02,2015,2016,2016,1
Malawi,DHS-VII,DHS-VI,"National Malaria Control Programme (NMCP), Ministry of Health",2014-05-01,2014-06-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MW,71,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2014-05-17,2014,2014,2014,NA
Malawi,DHS-VI,NA,Malawi Ministry of Health,2013-06-01,2014-02-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,2013-10-01,2013,2014,2014,NA
Malawi,DHS-VI,DHS-VI,National Malaria Control Program (NMCP),2012-04-01,2012-05-01,Completed,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MW,6H,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2012-04-16,2012,2012,2012,1
Malawi,DHS-VI,DHS-V,National Statistics Office,2010-06-01,2010-11-01,Completed,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MW,61,333,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2010-08-16,2010,2010,2010,1
Malawi,DHS-IV,DHS-IV,The National Statistical Office,2004-10-01,2005-01-01,Completed,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,MW,4E,251,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2004-11-16,2004,2005,2005,1
Malawi,DHS-IV,DHS-IV,Nat. Statistical Office,2000-07-01,2000-11-01,Completed,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,1,NA,1,NA,1,1,MW,41,158,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2000-09-01,2000,2000,2000,1
Malawi,DHS-III,NA,National Statistical Office,1996-06-01,1996-10-01,Completed,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,MW,34,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,1996-08-01,1996,1996,1996,NA
Malawi,DHS-II,DHS-II,National Statistical Office,1992-09-01,1992-11-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,MW,22,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1992-10-01,1992,1992,1992,1
Maldives,DHS-VII,DHS-VII,Ministry of Health (MOH),2016-03-01,2017-11-01,Completed,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,MV,71,494,NA,NA,NA,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,2016-12-31,2016,2017,2017,NA
Maldives,DHS-V,DHS-V,Ministry of Health,2009-01-01,2009-10-01,Completed,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,MV,52,321,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,2009-05-17,2009,2009,2009,1
Mali,DHS-VII,DHS-VI,INFO-STAT in collaboration with Programme National de Lutte contre le Paludisme (PNLP) and Institut National de la Statistique (INSTAT),2015-09-01,2015-11-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML,70,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2015-10-01,2015,2015,2015,1
Mali,DHS-VI,DHS-VI,"INFO-STAT in collaboration with government agencies, the National Institute of Statistics (INSTAT) and the Cellule de Planification et de Statistique (CPS), which is the technical department in charge of statistics and the DHS at the Ministry of Health.",2012-11-01,2013-02-01,Completed,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,ML,6A,405,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2012-12-17,2012,2013,2013,1
Mali,DHS-VI,NA,Programme National de Lutte contre le Paludisme (PNLP) and INFO-STAT,2010-08-01,2010-10-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ML,60,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2010-08-31,2010,2010,2010,NA
Mali,DHS-V,DHS-V,"Cellule de Planification et de Statistique (CPS), Direction Nationale de la Statistique et de L'Informatique (DNSI)",2006-05-01,2006-12-01,Completed,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,ML,53,276,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,2006-08-16,2006,2006,2006,1
Mali,DHS-IV,DHS-IV,"CPS/MSSPA et DNSI, Cellule de Planification et Statistique dur Ministère de la Santè; Direction de la Statistique e de l'Informatique du Ministère de l'Économie et des Finances",2001-01-01,2001-05-01,Completed,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,1,1,NA,NA,1,1,ML,41,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,2001-03-02,2001,2001,2001,1
Mali,DHS-III,DHS-III,"CPS/MSSPA et DNSI, Cellule de Planification et Statistique du Ministère de la Santé; Direction de la Statistique et de l'Informatique du Ministère de l'Économie et des Finances",1995-11-01,1996-05-01,Completed,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,ML,32,77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,1996-01-31,1995,1996,1996,1
Mali,DHS-I,DHS-I,Centre d'Etudes et de Recherches sur la Population pour le Développement(CERPOD) de l'Institut du Sahel,1987-03-01,1987-08-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,ML,01,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,1987-05-16,1987,1987,1987,NA
Mauritania,DHS-IV,NA,Office National de la Statistique,2003-08-01,2004-02-01,Completed,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,2003-11-01,2003,2004,2004,NA
Mauritania,DHS-IV,DHS-III,Office Nat. de la Statistique,2000-08-01,2001-04-01,Completed,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,2000-12-01,2000,2001,2001,1
Mexico,DHS-I,DHS-I,Dirección  General de Planificación Familiar/ Secretaría de Salud,1987-02-01,1987-05-01,Completed,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,MX,01,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,1987-03-17,1987,1987,1987,NA
Moldova,DHS-V,DHS-IV,Ministry of Health (MOH)/Center for Preventive Medicine,2005-06-01,2005-08-01,Completed,NA,1,1,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,1,1,NA,1,MB,53,258,1,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2005-07-01,2005,2005,2005,1
